"","Gene1","Gene2","Jaccard"
"1","nhr-3","gbb-1",0.479674796747967
"2","nhr-3","octr-1",0.426229508196721
"3","nhr-3","tyra-2",0.4
"4","nhr-3","npr-7",0.31404958677686
"5","nhr-3","npr-4",0.540983606557377
"6","nhr-3","npr-10",0.30327868852459
"7","nhr-3","sprr-1",0.4
"8","nhr-3","ser-1",0.3
"9","nhr-3","frpr-3",0.163934426229508
"10","nhr-3","H09F14.1",0.352459016393443
"11","nhr-3","dmsr-1",0.661157024793388
"12","nhr-3","frpr-5",0.195121951219512
"13","nhr-3","dmsr-4",0.346774193548387
"14","nhr-3","C01F1.4",0.166666666666667
"15","nhr-3","daf-37",0.360655737704918
"16","nhr-3","dop-2",0.347107438016529
"17","nhr-3","npr-25",0.333333333333333
"18","nhr-3","dmsr-3",0.233333333333333
"19","nhr-3","dmsr-6",0.330645161290323
"20","nhr-3","npr-32",0.333333333333333
"21","nhr-3","npr-8",0.368852459016393
"22","nhr-3","npr-28",0.231404958677686
"23","nhr-3","nmur-1",0.262295081967213
"24","nhr-3","srr-4",0.208333333333333
"25","nhr-3","npr-15",0.31404958677686
"26","nhr-3","gnrr-4",0.491935483870968
"27","nhr-3","F40A3.7",0.283333333333333
"28","nhr-3","sprr-3",0.210084033613445
"29","nhr-3","srx-19",0.0168067226890756
